Property_ID;Area_SqFt;Rooms;Build_Year;Location;Street_Type;Furnishing;Property_Type;Has_Pool;Price
991;2043,640439;;2009;Gurugram;Highway Facing;Semi-Furnished;Apartment;No;566017
992;2973,980975;6;2016;Gurugram;Gated Society;Furnished;Apartment;No;821611
993;;7;1999;Prayagraj;Gated Society;Semi-Furnished;Duplex;No;789685
994;1502,219413;3;2024;Jaipur;Main Road;Furnished;Apartment;Yes;515158
995;700;5;2015;Jaipur;Residential Lane;Semi-Furnished;Apartment;No;270983
996;3053,184897;7;1998;Prayagraj;Residential Lane;;Independent House;No;728654
997;2371,150508;3;2008;Indore;Highway Facing;Furnished;Independent House;No;588530
998;2091,447816;3;1997;Prayagraj;Residential Lane;Semi-Furnished;Villa;No;582270
999;2225,54185;5;1996;Prayagraj;Residential Lane;Furnished;Apartment;No;508711
1000;3257,004514;7;1989;Lucknow;Highway Facing;Furnished;Apartment;Yes;749900
1001;700;3;2010;Noida;Highway Facing;Semi-Furnished;Apartment;Yes;335518
1002;2415,16513;5;2011;Delhi;Main Road;Semi-Furnished;Apartment;Yes;720602
1003;2123,110595;5;2005;Jaipur;Gated Society;Unfurnished;Apartment;No;541348
1004;2093,682675;4;2001;Delhi;Residential Lane;Unfurnished;Independent House;No;611751
1005;2126,84826;6;2017;Jaipur;Corner Plot;Unfurnished;Apartment;No;520857
1006;2486,209228;5;1993;Delhi;Corner Plot;Unfurnished;Apartment;No;626427
1007;2159,528696;4;2009;Indore;Main Road;Semi-Furnished;Apartment;No;545906
1008;3001,856563;5;2022;Delhi;Highway Facing;Furnished;Apartment;No;822372
1009;3008,381342;4;2014;Gurugram;Highway Facing;Semi-Furnished;Apartment;No;721908
1010;1496,154943;4;2007;Kanpur;Corner Plot;Semi-Furnished;Independent House;No;415259
1011;2056,110556;7;1991;Indore;Highway Facing;Semi-Furnished;Apartment;No;490359
1012;2267,606201;4;2013;Jaipur;Gated Society;Semi-Furnished;Duplex;No;640963
1013;2799,245121;6;1990;Prayagraj;Residential Lane;Semi-Furnished;Apartment;Yes;690441
1014;2400,966833;4;2007;Noida;Corner Plot;Unfurnished;Apartment;No;578269
1015;2481,933632;6;2004;Indore;Residential Lane;Furnished;Apartment;No;602814
1016;1811,629263;6;1997;Delhi;Gated Society;Furnished;Independent House;No;653566
1017;1981,586568;4;2004;Kanpur;Highway Facing;Furnished;Independent House;No;538539
1018;1516,801512;;2017;Indore;Main Road;Unfurnished;Independent House;No;496976
1019;2390,683696;6;1993;Jaipur;Main Road;Furnished;Villa;No;726191
1020;2559,976622;6;2015;Kanpur;Highway Facing;Unfurnished;Apartment;No;580428
1021;2700,004828;4;1990;Lucknow;Residential Lane;Furnished;Apartment;Yes;610911
1022;2343,45408;7;2010;Noida;Gated Society;Furnished;Apartment;No;715475
1023;1651,080221;5;1997;Prayagraj;Gated Society;Furnished;Duplex;Yes;572534
1024;1977,198896;3;1988;Delhi;Main Road;Furnished;Apartment;No;565708
1025;1588,521935;3;2013;Kanpur;Gated Society;Furnished;Apartment;No;430739
1026;2131,099206;;2023;Indore;Gated Society;Unfurnished;Duplex;No;607874
1027;2855,099876;4;1996;Prayagraj;Gated Society;Semi-Furnished;Independent House;No;687675
1028;2174,666228;5;2005;Indore;Main Road;Unfurnished;Apartment;No;511356
1029;2988,870318;2;2012;Lucknow;Gated Society;Semi-Furnished;Duplex;Yes;780922
1030;3159,521129;7;2008;Jaipur;Corner Plot;Semi-Furnished;Villa;No;896391
1031;1440,026367;5;1999;Gurugram;Main Road;Semi-Furnished;Apartment;No;434716
1032;1941,509585;5;2011;Delhi;Gated Society;Semi-Furnished;Duplex;No;683380
1033;2766,860101;4;1991;Lucknow;Gated Society;Furnished;Apartment;Yes;709113
1034;2159,046226;7;1988;Kanpur;Highway Facing;Unfurnished;Apartment;Yes;548660
1035;2853,248482;2;2004;Noida;Highway Facing;Furnished;Apartment;Yes;677213
1036;2404,090796;2;1989;Gurugram;Highway Facing;Furnished;Independent House;No;619572
1037;3117,226313;6;1995;Delhi;Main Road;Semi-Furnished;Independent House;No;866679
1038;3107,81513;7;1994;Delhi;Highway Facing;Furnished;Independent House;No;860681
1039;2081,558223;6;1985;Gurugram;Corner Plot;Unfurnished;Independent House;No;609554
1040;1777,174964;5;2012;Gurugram;Residential Lane;Furnished;Independent House;No;596702
1041;2576,447763;4;2006;Kanpur;Gated Society;Furnished;Villa;No;746579
1042;2089,88931;4;2010;Prayagraj;Gated Society;Semi-Furnished;Independent House;No;597366
1043;1129,967027;2;1996;Lucknow;Highway Facing;;Independent House;No;303144
1044;2118,258418;5;2010;Prayagraj;Residential Lane;Semi-Furnished;Apartment;Yes;517768
1045;2198,697096;;1994;Prayagraj;Residential Lane;Unfurnished;Duplex;Yes;598581
1046;2196,000073;3;1987;Indore;Residential Lane;Semi-Furnished;Apartment;Yes;475803
1047;2655,066389;6;1997;Indore;Main Road;;Independent House;No;707987
1048;;6;2023;Lucknow;Residential Lane;Semi-Furnished;Apartment;Yes;544323
1049;2206,565229;2;2010;Lucknow;Corner Plot;Semi-Furnished;Independent House;No;541646
1050;2887,195502;7;2017;Prayagraj;Gated Society;Semi-Furnished;Independent House;No;753011
1051;2283,274065;3;2018;Prayagraj;Highway Facing;Unfurnished;Villa;No;604921
1052;3263,347861;6;2009;Indore;Gated Society;Semi-Furnished;Independent House;No;837624
1053;3029,435005;3;1995;Indore;Residential Lane;Furnished;Independent House;Yes;752510
1054;2302,844615;5;1986;Indore;Gated Society;Semi-Furnished;Independent House;Yes;644115
1055;1319,594564;3;1996;Lucknow;Corner Plot;Furnished;Apartment;No;326582
1056;2326,883525;6;2001;Gurugram;Residential Lane;Furnished;Apartment;Yes;663138
1057;7808,573894;7;2005;Jaipur;Main Road;Furnished;Independent House;No;1353997,69
1058;2347,417593;;2015;Kanpur;Corner Plot;Semi-Furnished;Independent House;No;606249
1059;1778,102652;7;2024;Jaipur;Residential Lane;Unfurnished;Apartment;No;488949
1060;2073,275649;6;2019;Gurugram;Residential Lane;Unfurnished;Apartment;Yes;586039
1061;2437,793993;5;2004;Noida;Corner Plot;Semi-Furnished;Apartment;No;611494
1062;3073,953167;7;2023;Kanpur;Corner Plot;Semi-Furnished;Villa;No;863975
1063;1963,700762;4;1998;Delhi;Main Road;Semi-Furnished;Independent House;No;584246
1064;2754,321294;4;2023;Kanpur;Residential Lane;Semi-Furnished;Apartment;Yes;621367
1065;2870,264463;6;1996;Kanpur;Residential Lane;Unfurnished;Apartment;No;616245
1066;3666,797872;7;1997;Kanpur;Gated Society;Unfurnished;Apartment;No;823572
1067;2326,530586;3;2016;Prayagraj;Main Road;Semi-Furnished;Apartment;Yes;572398
1068;2097,131504;7;1992;Gurugram;Corner Plot;Furnished;Independent House;Yes;742468
1069;2549,255531;7;1995;Jaipur;Highway Facing;Semi-Furnished;Independent House;No;668968
1070;2959,108909;5;1989;Noida;Highway Facing;Furnished;Villa;No;853016
1071;1054,870849;7;1990;Jaipur;Corner Plot;Furnished;Apartment;No;393976
1072;2046,355699;2;1992;Jaipur;Gated Society;Unfurnished;Apartment;No;453081
1073;2228,799593;5;1998;Indore;Corner Plot;Semi-Furnished;Duplex;No;604770
1074;10267,12433;7;1990;Indore;Main Road;Semi-Furnished;Villa;Yes;2071401,84
1075;3326,789542;2;2015;Delhi;Main Road;Furnished;Independent House;No;836563
1076;1563,682232;7;1996;Jaipur;Residential Lane;Furnished;Apartment;No;472668
1077;2402,338002;6;1992;Noida;Corner Plot;Semi-Furnished;Apartment;No;611361
1078;2621,513662;7;1989;Lucknow;Residential Lane;Semi-Furnished;Apartment;No;610022
1079;1150,019007;5;2018;Prayagraj;Residential Lane;Furnished;Villa;No;496056
1080;2482,46533;4;2009;Delhi;Gated Society;Semi-Furnished;Apartment;No;665865
1081;2999,102504;5;2013;Kanpur;Gated Society;Semi-Furnished;Independent House;No;723703
1082;2863,200131;5;1993;Indore;Residential Lane;Semi-Furnished;Apartment;No;608714
1083;1686,215186;5;2016;Delhi;Highway Facing;Furnished;Apartment;No;587575
1084;2030,071992;5;2005;Indore;Gated Society;Semi-Furnished;Apartment;No;499530
1085;2657,4808;7;2001;Delhi;Corner Plot;Furnished;Apartment;No;763812
1086;3321,080942;2;1997;Kanpur;Highway Facing;Semi-Furnished;Independent House;Yes;734995
1087;2760,347702;4;2012;Lucknow;Highway Facing;Semi-Furnished;Apartment;No;609974
1088;1661,384873;6;1991;Noida;Residential Lane;Semi-Furnished;Villa;No;592390
1089;3164,257141;7;2001;Lucknow;Residential Lane;Unfurnished;Apartment;No;700394
1090;1189,60125;5;1993;Noida;Gated Society;Semi-Furnished;Duplex;Yes;488419
1091;2935,009992;4;1998;Jaipur;Main Road;Semi-Furnished;Duplex;No;733763
1092;;4;2023;Indore;Corner Plot;Semi-Furnished;Apartment;No;463656
1093;1895,830351;5;1993;Delhi;Highway Facing;Semi-Furnished;Apartment;No;555886
1094;2739,347883;;1996;Jaipur;Main Road;Furnished;Apartment;No;639892
1095;1080,92508;2;1989;Kanpur;Gated Society;Unfurnished;Apartment;No;248640
1096;1989,285355;6;1994;Jaipur;Gated Society;Unfurnished;Apartment;No;515876
1097;2852,553571;5;2015;Noida;Residential Lane;Unfurnished;Villa;No;760414
1098;2040,503769;5;2013;Jaipur;Highway Facing;;Independent House;No;549826
1099;1079,901695;4;1992;Jaipur;Residential Lane;Semi-Furnished;Apartment;No;318597
1100;2373,933572;4;2010;Lucknow;Main Road;Furnished;Independent House;No;658515
1101;1240,980069;7;2012;Noida;Residential Lane;Unfurnished;Apartment;No;418999
1102;2230,303071;3;1989;Prayagraj;Highway Facing;Semi-Furnished;Independent House;Yes;562880
1103;1869,174017;3;2004;Prayagraj;Corner Plot;Furnished;Duplex;No;530841
1104;;6;2018;Noida;Highway Facing;Furnished;Apartment;No;820908
1105;1211,765438;4;1992;Prayagraj;Corner Plot;;Duplex;No;403417
1106;1730,397302;3;1999;Indore;Gated Society;Furnished;Apartment;No;452494
1107;1685,812319;2;2018;Indore;Highway Facing;Furnished;Apartment;No;425631
1108;3588,594626;3;2012;Kanpur;Highway Facing;Unfurnished;Independent House;No;746609
1109;2210,701852;3;2015;Lucknow;Highway Facing;Semi-Furnished;Apartment;No;496171
1110;2440,295906;4;1996;Noida;Main Road;Unfurnished;Apartment;Yes;619353
1111;2889,452592;7;2008;Kanpur;Gated Society;Semi-Furnished;Independent House;No;803015
1112;1349,530831;5;2003;Gurugram;Corner Plot;Furnished;Apartment;No;452776
1113;2329,072022;4;2008;Kanpur;Corner Plot;;Independent House;No;605846
1114;1602,006624;6;2006;Kanpur;Corner Plot;Semi-Furnished;Duplex;No;532257
1115;700;6;1998;Indore;Corner Plot;Semi-Furnished;Apartment;No;264649
1116;2765,735671;4;2010;Gurugram;Highway Facing;Unfurnished;Apartment;Yes;680443
1117;2450,937219;4;1994;Indore;Main Road;Furnished;Apartment;No;529965
1118;1801,115978;7;2010;Jaipur;Gated Society;Unfurnished;Duplex;No;586093
1119;1465,758301;5;1990;Lucknow;Gated Society;Semi-Furnished;Apartment;No;435487
1120;2461,048417;7;1988;Noida;Corner Plot;Unfurnished;Duplex;No;699925
1121;3558,174078;7;1989;Kanpur;Highway Facing;Unfurnished;Apartment;No;736329
1122;2179,880978;4;2011;Prayagraj;Residential Lane;Semi-Furnished;Duplex;No;533498
1123;;6;2022;Delhi;Main Road;Unfurnished;Independent House;No;533436
1124;3022,318426;4;2011;Gurugram;Residential Lane;Unfurnished;Independent House;Yes;780760
